Animal_ID,Deployment_ID,Tags_SatTag_Manufacturer,Tags_SatTag_Model,Tags_SatTag_ID,Tags_PTT,Data_Track_QCFlag,Tags_SatTag_Comments,Tags_TDR1_Manufacturer,Tags_TDR1_Model,Tags_TDR1_ID,Tags_TDR1_Loc,Data_TDR1_QCFlag,Tags_TDR1_Comments,Tags_TDR2_Manufacturer,Tags_TDR2_Model,Tags_TDR2_ID,Tags_TDR2_Loc,Data_TDR2_QCFlag,Tags_TDR2_Comments,Tags_TDR3_Manufacturer,Tags_TDR3_Model,Tags_TDR3_ID,Tags_TDR3_Loc,Data_TDR3_QCFlag,Tags_TDR3_Comments,Data_TDR1_DepthResolution_m,Data_TDR1_SamplingFrequency_Hz,Data_TDR2_DepthResolution_m,Data_TDR2_SamplingFrequency_Hz,Data_TDR3_DepthResolution_m,Data_TDR3_SamplingFrequency_Hz,Deployment_Departure_Datetime,Deployment_Arrival_Datetime,Deployment_Departure_Lat,Deployment_Departure_Lon,Deployment_Arrival_Lat,Deployment_Arrival_Lon,Deployment_Departure_Loc,Deployment_Arrival_Loc,Deployment_Trip,Animal_BirthYear,Animal_AgeClass,Animal_Sex,Deployment_Manipulation,Deployment_ManipulationType,Animal_HadPup,Deployment_Year
2077,2008013,Wildlife Computers,SPOT,05S0070,59112,2,NA,Wildlife Computers,Mk9,490158,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/18/2008 20:30,5/11/2008 20:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2008
M778,2008014,Wildlife Computers,Mk10,07A0358,34084,1,NA,Wildlife Computers,Mk10,07A0358,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/17/2008 17:45,5/6/2008 23:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2008
S74,2008015,Wildlife Computers,Mk10,07A0345,34086,1,NA,Wildlife Computers,Mk10,07A0345,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/18/2008 15:30,5/13/2008 11:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2008
W1218,2008016,Wildlife Computers,Mk10,07A0340,34072,1,NA,Wildlife Computers,Mk10,07A0340,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/24/2008 6:00,5/9/2008 5:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2008
1133,2008017,Wildlife Computers,SPOT,05S1078,62046,4,NA,NA,AccelCameraRDavis,66474,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/21/2008 0:00,4/22/2008 22:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2002,Adult,F,N,NA,N/A,2008
2336,2008018,Wildlife Computers,Mk10,07A0344,34085,1,NA,Wildlife Computers,Mk10,07A0344,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/17/2008 21:15,4/7/2008 19:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2008
R256,2008019,SMRU,CTD,10795,35690,2,NA,Wildlife Computers,Mk9,490124,Back,1,NA,SMRU,CTD,10795,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2008 21:00,5/8/2008 2:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2008
2234,2008020,Wildlife Computers,SPOT,05S0068,59110,2,NA,Wildlife Computers,Mk9,390795,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,1,4,NaN,NaN,NaN,NaN,2/9/2008 4:45,4/22/2008 11:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2008
2445,2008021,Wildlife Computers,SPOT,04S0653,56478,1,NA,Wildlife Computers,Mk9,490353,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/10/2008 17:00,5/9/2008 17:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2008
1809,2008022,Wildlife Computers,SPOT,05S0065,59107,2,NA,Wildlife Computers,Mk9,490851,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2008 5:45,5/4/2008 1:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2008
1261,2008023,Wildlife Computers,Mk10,07A0339,34071,1,NA,Wildlife Computers,Mk10,07A0339,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/13/2008 21:15,5/3/2008 14:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2008
2888,2008029,Wildlife Computers,SPOT,04S0656,56481,3,NA,Wildlife Computers,Mk9,490965,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/27/2008 11:16,12/28/2008 22:08,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2008
1968,2008030,Wildlife Computers,SPOT,04S0658,56483,2,noisy locations,Wildlife Computers,Mk9,490964,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/19/2008 17:26,1/2/2009 0:49,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2008
WX311,2008031,Wildlife Computers,SPOT,04S0662,56487,2,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/26/2008 6:04,1/8/2009 14:47,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2008
R841,2008032,Wildlife Computers,SPOT,04S0120,37593,2,NA,Wildlife Computers,Mk9,390795,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/22/2008 2:00,12/1/2008 23:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2000,Adult,F,N,NA,N/A,2008
M251,2008033,Wildlife Computers,SPOT,04S0146,39454,2,NA,Wildlife Computers,Mk9,490152,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/22/2008 20:06,1/3/2009 4:02,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1996,Adult,F,N,NA,Y,2008
R274,2008034,Wildlife Computers,SPOT,04S0660,56485,1,NA,Wildlife Computers,Mk9,490336,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/21/2008 10:00,7/18/2008 21:45,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2002,Adult,F,N,NA,N/A,2008
1361,2008035,Wildlife Computers,SPOT,04S0117,37591,2,NA,Wildlife Computers,Mk9,490879,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/1/2008 17:04,1/13/2009 19:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,NA,Y,2008
2408,2008036,Wildlife Computers,SPOT,04S0657,566482,4,sparse locations,Wildlife Computers,Mk9,490360,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/8/2008 8:45,12/26/2008 6:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2004,Adult,F,N,NA,N/A,2008
3388,2008037,Wildlife Computers,SPOT,04S0663,56488,4,NA,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/1/2008 4:43,1/10/2009 0:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2008
2386,2008038,Wildlife Computers,SPOT,04S0665,56490,4,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/19/2008 6:12,1/5/2009 2:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,Y,2008
R975,2008039,Wildlife Computers,SPOT,04S0138,37597,2,NA,Wildlife Computers,Mk9,490132,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/27/2008 15:15,1/8/2009 20:53,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2008
1819,2008040,Wildlife Computers,Mk10,07A0356,34083,1,MISSING,Wildlife Computers,Mk9,490122,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/26/2008 0:00,5/26/2008 20:30,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2002,Adult,F,N,NA,N/A,2008
O80,2008041,Wildlife Computers,Mk10,07A0346,34073,2,NA,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2008 4:01,1/9/2009 15:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2008
2780,2008042,Wildlife Computers,Mk10,07A0352,34079,1,NA,Wildlife Computers,Mk9,490851,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/7/2008 11:26,1/9/2009 9:26,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,NA,Y,2008
1712,2008043,Wildlife Computers,Mk10,07A0349,34076,4,very few points,Wildlife Computers,Mk9,490157,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2008 5:51,12/25/2008 15:45,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2002,Adult,F,N,NA,N/A,2008
1381,2008044,Wildlife Computers,Mk10,07A0350,34077,3,NA,Wildlife Computers,Mk9,490159,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/8/2008 21:20,1/23/2009 8:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2008
1150,2008045,SMRU,CTD,10764,35683,1,NA,Wildlife Computers,Mk9,490858,Back,5,Contains no data,SMRU,CTD,10764,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/12/2008 21:15,10/3/2008 18:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,N,2008
R981,2008046,SMRU,CTD,10588,35894,1,NA,Wildlife Computers,Mk9,490155,Back,5,NA,SMRU,CTD,10588,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/11/2008 13:45,10/1/2008 12:15,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2008
W1057,2008047,SMRU,CTD,10810,35682,3,NA,Wildlife Computers,Mk9,490124,Back,5,NA,SMRU,CTD,10810,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/7/2008 7:19,4/9/2009 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,N,2008
T588,2008048,SMRU,CTD,10797,35684,1,noisy locations,Wildlife Computers,Mk9,490353,Back,1,NA,SMRU,CTD,10797,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/29/2008 4:13,1/10/2009 4:54,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2008
2888,2009001,Wildlife Computers,SPOT,05S0068,59110,5,No useable data,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaT,NaT,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,NaN,Adult,F,N,NA,N/A,NaN
WT073,2009002,Wildlife Computers,Mk10,07A0340,34072,1,NA,Wildlife Computers,Mk10,07A0340,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,1/28/2009 3:34,4/2/2009 7:49,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2009
M251,2009003,Wildlife Computers,SPOT,04S0146,39454,2,NA,Wildlife Computers,Mk9,790470,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/11/2009 3:39,4/12/2009 8:11,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,NA,N/A,2009
1968,2009004,Wildlife Computers,SPOT,04S0210,44635,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,1/29/2009 0:00,4/9/2009 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2009
T378,2009005,Wildlife Computers,Mk10,07A0358,34084,1,NA,Wildlife Computers,Mk10,07A0358,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,1/26/2009 19:14,4/1/2009 12:09,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2009
1327,2009006,Wildlife Computers,Mk10,07A0345,34086,1,NA,Wildlife Computers,Mk10,07A0345,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/4/2009 7:15,4/30/2009 2:20,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2003,Adult,F,N,NA,N/A,2009
WX197,2009007,Wildlife Computers,Mk10,07A0344,34085,2,NA,Wildlife Computers,Mk10,07A0344,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/12/2009 10:30,3/29/2009 15:15,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2000,Adult,F,N,NA,N/A,2009
S126,2009008,Wildlife Computers,Mk10,07A0339,34071,1,NA,Wildlife Computers,Mk10,07A0339,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/12/2009 12:45,4/15/2009 17:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2009
1361,2009009,Wildlife Computers,SPOT,04S0117,37591,1,NA,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/11/2009 14:02,4/13/2009 3:58,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2009
M583,2009010,SMRU,CTD,11069,92127,1,NA,NA,Accel,490152,NA,1,NA,SMRU,CTD,11069,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/17/2009 8:02,5/9/2009 10:18,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,NA,N/A,2009
R148,2009011,SMRU,CTD,11072,92128,2,NA,NA,Accel,490854,NA,1,NA,SMRU,CTD,11072,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/18/2009 6:56,5/4/2009 18:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2009
N796,2009012,Wildlife Computers,SPOT,04S0148,39455,1,NA,Wildlife Computers,Mk9,490159,Back,1,NA,NA,Accel,07A1051,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/13/2009 20:30,4/27/2009 12:57,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2009
T201,2009013,Wildlife Computers,SPOT,04S0654,56479,2,NA,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2009 20:01,5/6/2009 5:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2009
M750,2009014,Wildlife Computers,SPOT,05S0067,59109,1,NA,Wildlife Computers,Mk9,490963,Back,1,NA,NA,Accel,07A1052,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/15/2009 2:25,5/11/2009 7:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2009
R541,2009015,Wildlife Computers,SPOT,08S1037,93049,2,NA,Wildlife Computers,Mk9,790476,Back,1,NA,NA,Accel,07A1053,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/18/2009 3:01,5/6/2009 20:24,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2009
S122,2009016,SMRU,CTD,11082,92133,4,almost no data points,Wildlife Computers,Mk9,790475,Back,1,NA,SMRU,CTD,11082,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/19/2009 3:32,4/27/2009 1:28,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2009
R730,2009017,Wildlife Computers,SPOT,08S1036,93050,1,NA,Wildlife Computers,Mk9,790474,Back,1,NA,NA,Accel,07A1054,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/22/2009 1:22,4/30/2009 1:25,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2009
NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2/26/2009 11:15,3/6/2009 1:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2002,Adult,F,Y,Drag,N/A,2009
M780,2009019,Wildlife Computers,SPOT,08S1031,93035,3,NA,NA,AccelShoulder,07A1049,Shoulder,1,NA,NA,AccelTail,06A0979,Pelvis,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/26/2009 20:40,5/15/2009 21:28,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,Y,Drag,N/A,2009
X871,2009020,Wildlife Computers,SPOT,05S0072,59114,1,messy locations,NA,AccelTail,06A0980,Pelvis,1,NA,NA,AccelShoulder,07A1043,Shoulder,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,2/27/2009 12:05,5/15/2009 22:46,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,Y,Drag,N/A,2009
2370,2009021,Wildlife Computers,SPOT,08S1027,93034,1,NA,NA,AccelTail,07A1055,Pelvis,5,"Seal travelled through a wormhold, broke the fabric of spacetime",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/25/2009 19:26,5/8/2009 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,Y,Drag,N/A,2009
X851,2009022,Wildlife Computers,SPOT,04S0209,44634,2,NA,Wildlife Computers,Mk9,490353,Back,1,NA,NA,Accel,07A1053,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/27/2009 1:30,5/8/2009 6:24,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2009
1234,2009023,Wildlife Computers,SPOT,08S1032,93036,1,NA,NA,AccelTail,06A0982,Pelvis,1,NA,NA,AccelShoulder,07A0995,Shoulder,5,NA,NA,NA,NA,NA,5,NA,0.5,1,NaN,NaN,NaN,NaN,3/3/2009 10:36,6/12/2009 1:02,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,Y,Drag,N/A,2009
R279,2009035,SMRU,CTD,10583,35686,2,messy locations,Wildlife Computers,Mk9,790470,Back,1,NA,SMRU,CTD,10583,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/8/2009 22:28,1/19/2010 21:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2009
O651,2009036,Wildlife Computers,Mk10,07A0354,34082,1,NA,Wildlife Computers,Mk9,790475,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/5/2009 20:50,10/24/2009 1:58,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,NA,N,2009
1015,2009037,Wildlife Computers,Mk10,07A0351,34078,3,NA,Wildlife Computers,Mk9,490157,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/15/2009 20:15,1/22/2010 6:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2009
T112,2009038,Wildlife Computers,Mk10,07A0352,34079,5,MISSING,Wildlife Computers,Mk9,490159,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/5/2009 4:55,1/15/2010 1:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2009
3477,2009039,Wildlife Computers,Mk10,09A0002,93051,5,No useable data,Wildlife Computers,Mk10,09A0002,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaT,NaT,37.116396,-122.330756,37.116396,-122.330756,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,NaN
T461,2009040,Wildlife Computers,Mk10,09A0140,93053,1,NA,Wildlife Computers,Mk10,09A0140,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,6/10/2009 21:40,1/22/2010 0:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2009
2098,2009041,Wildlife Computers,Mk10,07A0350,34077,3,NA,Wildlife Computers,Mk9,490158,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/11/2009 7:30,1/14/2010 17:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2009
1712,2009042,Wildlife Computers,Mk10,07A0349,34076,4,almost no data points,Wildlife Computers,Mk9,490157,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,1/5/2009 2:45,4/6/2009 0:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2009
T151,2009043,Wildlife Computers,Mk10,07A0353,34081,1,NA,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2009 15:30,1/13/2010 22:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2009
WT073,2010011,Wildlife Computers,SPOT,09S1127,98230,1,NA,Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,1/29/2010 20:43,4/7/2010 3:42,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2010
O203,2010013,Wildlife Computers,SPOT,05S0071,59113,2,NA,Wildlife Computers,Mk9,790475,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,1/30/2010 3:19,4/14/2010 11:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2010
1261,2010015,Wildlife Computers,SPOT,04S0658,56483,2,NA,Wildlife Computers,Mk9,990465,Back,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/4/2010 15:55,4/25/2010 23:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2010
R999,2010016,Wildlife Computers,SPOT,09S1057,39259,3,some data gaps,Wildlife Computers,Mk9,990434,Back,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/9/2010 19:54,4/30/2010 3:35,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2010
M778,2010018,Wildlife Computers,SPOT,05S0067,59109,1,NA,Wildlife Computers,Mk9,990460,Back,1,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/11/2010 12:35,4/25/2010 23:20,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,NA,N/A,2010
R256,2010021,Wildlife Computers,SPOT,04S0210,44635,1,NA,Wildlife Computers,Mk9,990462,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/14/2010 4:00,4/25/2010 19:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2000,Adult,F,N,NA,N/A,2010
