Animal_ID,Deployment_ID,Tags_SatTag_Manufacturer,Tags_SatTag_Model,Tags_SatTag_ID,Tags_PTT,Data_Track_QCFlag,Tags_SatTag_Comments,Tags_TDR1_Manufacturer,Tags_TDR1_Model,Tags_TDR1_ID,Tags_TDR1_Loc,Data_TDR1_QCFlag,Tags_TDR1_Comments,Tags_TDR2_Manufacturer,Tags_TDR2_Model,Tags_TDR2_ID,Tags_TDR2_Loc,Data_TDR2_QCFlag,Tags_TDR2_Comments,Tags_TDR3_Manufacturer,Tags_TDR3_Model,Tags_TDR3_ID,Tags_TDR3_Loc,Data_TDR3_QCFlag,Tags_TDR3_Comments,Data_TDR1_DepthResolution_m,Data_TDR1_SamplingFrequency_Hz,Data_TDR2_DepthResolution_m,Data_TDR2_SamplingFrequency_Hz,Data_TDR3_DepthResolution_m,Data_TDR3_SamplingFrequency_Hz,Deployment_Departure_Datetime,Deployment_Arrival_Datetime,Deployment_Departure_Lat,Deployment_Departure_Lon,Deployment_Arrival_Lat,Deployment_Arrival_Lon,Deployment_Departure_Loc,Deployment_Arrival_Loc,Deployment_Trip,Animal_BirthYear,Animal_AgeClass,Animal_Sex,Deployment_Manipulation,Deployment_ManipulationType,Animal_HadPup,Deployment_Year
3249,2011031,Wildlife Computers,SPOT,10S0780,101163,1,NA,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/11/2011 13:30,1/17/2012 14:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2011
T730,2011032,Wildlife Computers,SPOT,10S0781,101164,3,NA,Wildlife Computers,Mk9,490963,Back,1,NA,Little Leonardo,Stroke,NA,NA,3,NA,Little Leonardo,Kami,NA,Jaw,5,Depth recorder malfunctioned,0.5,8,1.2,5,NaN,NaN,6/11/2011 4:35,1/15/2012 22:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,NA,Y,2011
WX444,2011033,Wildlife Computers,SPOT,10S0785,101168,2,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,3,NA,Wildlife Computers,Mk9,490851,Back,5,funky TDR,1.1,5,1.1,5,NaN,NaN,6/9/2011 3:25,1/23/2012 15:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2011
2036,2011034,Wildlife Computers,SPOT,04S0648,56473,1,messy locations,Wildlife Computers,Mk9,1090231,Back,1,NA,Little Leonardo,Stroke,NA,NA,3,NA,Little Leonardo,Kami,NA,Jaw,5,Depth recorder malfunctioned,0.5,8,1.2,5,NaN,NaN,6/14/2011 9:10,1/24/2012 16:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2011
T313,2011035,Wildlife Computers,SPOT,09S1056,34253,2,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/10/2011 9:15,1/12/2012 21:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2011
T891,2011036,Wildlife Computers,SPOT,10S0788,101170,2,messy locations,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/12/2011 1:20,1/17/2012 19:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,NA,Y,2011
1775,2011037,Wildlife Computers,SPOT,05S0071,59113,3,NA,Wildlife Computers,Mk9,490132,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/21/2011 12:45,1/26/2012 22:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2011
3373,2011038,Wildlife Computers,SPOT,05S0072,59114,1,NA,Wildlife Computers,Mk9,990460,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/12/2011 1:35,1/25/2012 18:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2011
U448,2011039,Wildlife Computers,SPOT,08S51037,93049,1,NA,Wildlife Computers,Mk10,1090166,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/6/2011 2:20,1/18/2012 5:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2011
U207,2011040,Wildlife Computers,Mk10,08A0901,35663,3,NA,Wildlife Computers,Mk10,08A0901,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,6/12/2011 2:30,1/17/2012 10:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2011
R426,2011041,SMRU,CTD,11260,62048,3,messy locations,Wildlife Computers,Mk9,1090224,Back,1,NA,Wildlife Computers,Mk9,490124,NA,5,NA,NA,SMRU CTD,11260,Head,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/13/2011 3:30,1/21/2012 19:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,Y,2011
2568,2011042,Wildlife Computers,SPOT,04S0209,44634,3,messy locations,Wildlife Computers,Mk9,790474,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/10/2011 0:00,12/4/2011 2:50,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2004,Adult,F,N,NA,N/A,2011
T35,2011043,Wildlife Computers,SPOT,10S0782,101165,2,NA,Wildlife Computers,Mk9,990465,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,3,NA,0.5,8,1.2,5,1.1,5,6/22/2011 11:20,1/25/2012 19:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2011
U641,2012001,Wildlife Computers,SPOT,10S0789,113025,2,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,1/10/2012 7:50,3/29/2012 2:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
T750,2012002,Wildlife Computers,SPOT,11S0788,113024,1,NA,Wildlife Computers,Mk9,890433,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/3/2012 7:52,4/16/2012 11:35,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2012
U479,2012003,Wildlife Computers,SPOT,04S0658,56483,1,NA,Wildlife Computers,Mk9,890426,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,1/31/2012 22:07,4/9/2012 3:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
VX358,2012004,Wildlife Computers,SPOT,05S0065,59107,1,NA,Wildlife Computers,Mk9,490159,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,1/31/2012 22:10,4/5/2012 15:55,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,NA,N/A,2012
R382,2012005,Wildlife Computers,SPOT,05S1059,62036,4,"weird interp, went to OR",Wildlife Computers,Mk9,1090225,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.4,5,1.4,5,2/7/2012 8:35,4/16/2012 10:45,37.116396,-122.330756,43.313474,-124.40127,ANNU,SHIS,PB,2000,Adult,F,N,NA,N/A,2012
U954,2012006,Wildlife Computers,Mk10,09A0805,98228,1,NA,Wildlife Computers,Mk10,09A0805,NA,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.1,5,1.1,5,2/4/2012 21:45,4/16/2012 14:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
U881,2012007,Wildlife Computers,SPOT,05S1065,62042,1,messy locations,Wildlife Computers,Mk9,1090222,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,Little Leonardo,Stroke,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/12/2012 4:59,4/25/2012 10:15,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2007,Adult,F,N,NA,N/A,2012
U604,2012008,Wildlife Computers,SPOT,09S1055,34252,1,messy locations,Wildlife Computers,Mk9,990461,Back,1,NA,Little Leonardo,Kami,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/5/2012 2:35,3/26/2012 10:35,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
U605,2012009,Wildlife Computers,Mk10,11A1097,113026,1,messy locations,Wildlife Computers,Mk10,11A1097,Head,1,NA,Little Leonardo,Stroke,NA,NA,1,NA,Little Leonardo,Kami,NA,Jaw,5,Depth recorder malfunctioned,0.5,4,1,5,NaN,NaN,2/6/2012 21:30,4/15/2012 22:57,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
2024,2012010,Wildlife Computers,SPOT,09S1057,34259,2,NA,Wildlife Computers,Mk9,1090166,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,Little Leonardo,Stroke,NA,NA,3,NA,0.5,2,1.1,5,1.2,5,2/9/2012 2:45,4/30/2012 23:32,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2012
U444,2012011,Wildlife Computers,Mk10,07A0349,34076,3,NA,Wildlife Computers,Mk9,490132,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/12/2012 18:05,4/20/2012 12:21,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2007,Adult,F,N,NA,N/A,2012
U627,2012012,Wildlife Computers,Mk10,11A1098,113027,1,NA,Wildlife Computers,Mk10,11A1098,Head,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,1,NA,0.5,4,1.2,5,1.2,5,2/11/2012 1:43,5/7/2012 10:58,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
WX467,2012013,SMRU,CTD,12328,115465,2,NA,Wildlife Computers,Mk9,890428,Back,5,NA,SMRU,CTD,12328,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/15/2012 22:18,5/18/2012 17:11,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2012
U239,2012014,Wildlife Computers,SPOT,10S0783,101166,3,NA,Wildlife Computers,Mk9,990465,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,2,1.1,5,NaN,NaN,2/20/2012 6:18,4/30/2012 6:48,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
U155,2012015,Wildlife Computers,Mk10,07A0485,34090,4,NA,Wildlife Computers,Mk10,07A0485,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2012 5:22,4/14/2012 22:07,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2012
U849,2012016,SMRU,CTD,12302,115466,1,messy locations,Wildlife Computers,Mk9,490359,Back,5,NA,SMRU,CTD,12302,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/23/2012 8:53,5/25/2012 4:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
U198,2012017,Wildlife Computers,Mk10,07A0351,34078,1,NA,Wildlife Computers,Mk9,990434,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/20/2012 6:20,5/10/2012 22:53,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2012
U142,2012018,Wildlife Computers,Mk10,07A0350,34077,2,NA,Wildlife Computers,Mk9,990460,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,2,NaN,NaN,NaN,NaN,2/21/2012 20:34,4/23/2012 10:59,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2012
U756,2012019,Wildlife Computers,Mk10,09A0795,98226,1,NA,Wildlife Computers,Mk10,09A0795,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2012 5:54,5/1/2012 23:53,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2012
T693,2012020,Wildlife Computers,Mk10,07A0354,34082,2,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/28/2012 2:45,5/11/2012 8:41,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,NA,N/A,2012
WX311,2012032,Wildlife Computers,SPOT,04S0138,37597,4,NA,Wildlife Computers,Mk9,490159,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/16/2012 5:00,12/28/2012 18:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2012
T42,2012033,Wildlife Computers,SPOT,11S0788,113024,1,NA,Wildlife Computers,Mk9,890426,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/16/2012 19:48,1/2/2013 20:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2012
U848,2012034,Wildlife Computers,SPOT,09S1128,98231,2,NA,Wildlife Computers,Mk9,990461,Back,3,TDR failed toward end of trip,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/19/2012 14:28,12/31/2012 12:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
3243,2012035,Wildlife Computers,SPOT,09S1055,34252,3,NA,Wildlife Computers,Mk9,890433,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/6/2012 22:25,1/21/2013 4:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,NA,Y,2012
3412,2012036,Wildlife Computers,SPOT,11S0789,113025,1,NA,Wildlife Computers,Mk9,490132,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,Little Leonardo,Stroke,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/26/2012 0:00,11/21/2012 13:55,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2006,Adult,F,N,NA,N/A,2012
U754,2012037,Wildlife Computers,SPOT,10S0785,101168,2,NA,Wildlife Computers,Mk9,490853,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,3,NA,0.5,8,1.1,5,1.1,5,6/4/2012 2:45,1/11/2013 2:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
U203,2012038,Wildlife Computers,SPOT,08S1031,93035,2,NA,Wildlife Computers,Mk9,490124,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,3,NA,0.5,8,1,5,1.4,5,6/3/2012 5:45,1/13/2013 12:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
X106,2012039,Wildlife Computers,SPOT,10S0782,101165,1,NA,Wildlife Computers,Mk9,490157,Back,3,TDR failed halfway through,Little Leonardo,Stroke,NA,NA,3,NA,Little Leonardo,Kami,NA,Jaw,5,NA,0.5,8,1.1,5,NaN,NaN,6/5/2012 19:15,1/21/2013 18:15,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,2008,Adult,F,N,NA,Y,2012
WV422,2012040,Wildlife Computers,SPOT,08S1032,93036,2,NA,Wildlife Computers,Mk9,490854,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,Little Leonardo,Stroke,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/10/2012 10:15,10/12/2012 7:58,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2007,Adult,F,N,NA,N/A,2012
U458,2012041,Wildlife Computers,SPOT,08S1037,93049,4,few-ish locations,Wildlife Computers,Mk9,1090224,Back,1,NA,Little Leonardo,Kami,NA,Jaw,3,NA,Little Leonardo,Stroke,NA,NA,3,NA,0.5,8,1,5,1,5,5/30/2012 2:30,1/7/2013 3:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
X232,2012042,Wildlife Computers,SPOT,10S0980,101163,2,NA,Wildlife Computers,Mk9,1090166,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,5/27/2012 5:28,12/4/2012 18:35,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2008,Adult,F,N,NA,N/A,2012
S126,2012043,Wildlife Computers,SPOT,10S0781,101164,2,NA,Wildlife Computers,Mk9,1090225,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/12/2012 2:05,1/19/2013 20:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2012
U888,2012044,Wildlife Computers,SPOT,09S1056,34253,3,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/6/2012 5:40,1/15/2013 3:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
X258,2012045,Wildlife Computers,SPOT,10S0788,101170,4,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/7/2012 8:30,1/14/2013 10:17,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,NA,Y,2012
PF441,2012046,Wildlife Computers,SPOT,05S0072,59114,3,NA,Wildlife Computers,Mk9,1090231,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/12/2012 16:38,12/8/2012 17:04,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,N/A,2012
WX540,2012047,Wildlife Computers,SPOT,05S0071,59113,1,NA,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/3/2012 8:10,1/12/2013 10:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2012
U274,2012048,Wildlife Computers,SPOT,04S0648,56473,3,NA,Wildlife Computers,Mk9,890428,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/4/2012 4:24,1/15/2013 23:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
U398,2012049,Wildlife Computers,Mk10,12A1580,120077,2,NA,Wildlife Computers,Mk10,12A1580,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/16/2012 4:45,1/27/2013 21:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,NA,Y,2012
Y1074,2012050,Wildlife Computers,Mk10,12A1583,120079,1,NA,Wildlife Computers,Mk10,12A1583,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/10/2012 10:20,1/18/2013 21:20,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2012
X262,2012051,Wildlife Computers,Mk10,12A1581,120078,2,NA,Wildlife Computers,Mk10,12A1581,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/17/2012 15:00,11/24/2012 14:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,NA,N,2012
3224,2012052,SMRU,CTD,12328,115465,1,NA,SMRU,CTD,12328,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/9/2012 18:25,1/6/2013 18:56,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2005,Adult,F,N,NA,Y,2012
2370,2012053,SMRU,CTD,12302,115466,3,NA,SMRU,CTD,12302,Head,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/18/2012 14:20,1/27/2013 0:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,NaN,Adult,F,N,NA,Y,2012
U17,2013002,Wildlife Computers,SPOT,05S0065,59107,1,NA,Wildlife Computers,Mk9,1290215,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,1/23/2013 0:00,2/28/2013 6:45,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2008,Adult,F,N,NA,N/A,2013
U604,2013003,Wildlife Computers,Mk10,12A1610,120639,1,NA,Wildlife Computers,Mk10,12A1610,Head,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,1/26/2013 0:00,4/1/2013 21:30,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2007,Adult,F,N,NA,N/A,2013
S105,2013004,Wildlife Computers,Mk10,12A1596,120605,2,missing,Wildlife Computers,Mk10,12A1596,Head,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,Accel,3A488,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/5/2013 3:45,2/9/2013 11:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2000,Adult,F,N,NA,N/A,2013
U848,2013005,Wildlife Computers,SPOT,09S1128,98231,1,NA,Wildlife Computers,Mk9,1090224,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.4,5,NaN,NaN,1/30/2013 21:05,4/21/2013 19:41,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2013
1317,2013006,Wildlife Computers,Mk10,09A0795,98226,1,NA,Wildlife Computers,Mk10,09A0795,Head,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,Accel,3A489,NA,5,NA,0.5,4,1.2,5,NaN,NaN,2/1/2013 18:30,4/6/2013 7:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2013
U458,2013007,Wildlife Computers,SPOT,08S1037,93049,3,NA,Wildlife Computers,Mk9,490124,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/3/2013 21:24,3/25/2013 4:54,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2007,Adult,F,N,NA,N/A,2013
X334,2013008,Wildlife Computers,SPOT,09S1057,34259,1,NA,Wildlife Computers,Mk9,1290214,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,1,4,1.1,5,NaN,NaN,2/4/2013 19:06,4/13/2013 10:17,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,NA,N/A,2013
T379,2013009,Wildlife Computers,Mk10,12A1581,120078,1,NA,Wildlife Computers,Mk10,12A1581,Head,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,Accel,3A489,NA,5,NA,0.5,4,1,5,NaN,NaN,2/7/2013 8:50,4/22/2013 11:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,NA,N/A,2013
O18129,2013010,Wildlife Computers,SPOT,08S1031,93035,3,NA,Wildlife Computers,Mk9,1290212,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,1,4,1,5,NaN,NaN,2/8/2013 2:55,4/25/2013 14:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2013
U256,2013011,Wildlife Computers,SPOT,10S0788,101170,1,NA,Wildlife Computers,Mk9,890433,Back,1,NA,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.1,5,NaN,NaN,2/8/2013 19:13,4/12/2013 8:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2013
T382,2013013,Wildlife Computers,SPOT,04S0648,56473,3,NA,Wildlife Computers,Mk9,450648,Back,5,NA,Wildlife Computers,Mk9,1290216,Back,5,NA,Little Leonardo,Kami,NA,Jaw,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/14/2013 19:30,3/30/2013 17:52,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2005,Adult,F,N,NA,N/A,2013
U754,2013014,Wildlife Computers,SPOT,10S0785,101168,1,NA,Wildlife Computers,Mk9,890428,Back,1,tdr missing first few dives,Little Leonardo,Kami,NA,Jaw,1,NA,NA,NA,NA,NA,5,NA,0.5,4,1.1,5,NaN,NaN,2/13/2013 0:37,4/20/2013 6:26,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,NA,N/A,2013
