FieldID,TOPPID,PTTID,AnimalID,DepartDate,DepartDateMethod,EndTripDate,EndTripDateMethod,ArriveDate,ArriveDateMethod,DepartLat,DepartLon,ArriveLat,ArriveLon,DepartLoc,ArriveLoc,Season,BirthYear,AgeClass,Sex,Manipulation,ManipulationType,Comments,
U448,2014038,120604,NESE0663ANNU,06/16/2014 03:00:00,TDR,01/22/2015 16:30:00,TDR,01/22/2015 16:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
X721,2014039,133776,NESE0665ANNU,06/20/2014 09:25:00,TDR,01/27/2015 00:00:00,VIS,01/27/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,TDR failed in late November,
VX518,2014040,133782,NESE0654ANNU,06/18/2014 23:20:00,TDR,01/27/2015 00:00:00,VIS,01/27/2015 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,SMRU tag failed in mid January,
3190,2014041,133777,NESE0657ANNU,,TDR,,PTT,,PTT,37.116396,-122.330756,,,ANNU,,,NaN,Adult,F,N,,SMRU tag failed late December (Duplicate with 2014026),
9720,2014042,101168,NESE0714ANNU,,,,,,,37.116396,-122.330756,,,ANNU,,,NaN,Adult,F,N,,Deployment produced no data; seal presumably died at sea,
U549,2015001,101165,NESE0696ANNU,02/10/2015 01:00:00,TDR,04/13/2015 22:45:00,TDR,04/13/2015 22:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
4441,2015002,120604,NESE0695ANNU,02/12/2015 18:45:00,TDR,04/15/2015 09:45:00,TDR,04/15/2015 09:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
X 71,2015003,34253,NESE0697ANNU,02/14/2015 19:00:00,TDR,05/09/2015 15:45:00,TDR,05/09/2015 15:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
6651,2015004,93035,NESE0698ANNU,02/16/2015 04:30:00,TDR,05/01/2015 23:35:00,PTT,05/01/2015 23:35:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,TDR failed in late March; GET TDR DATA FROM KAMI KAMI !,
5061,2015005,139051,NESE0699ANNU,02/21/2015 10:50:00,TDR,06/15/2015 18:44:00,PTT,06/15/2015 18:44:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,TDR failed (bad wet/dry switch) GET TDR DATA FROM KAMI KAMI !,
YN371,2015006,34252,NESE0702ANNU,02/16/2015 01:30:00,TDR,03/29/2015 05:45:00,TDR,03/29/2015 05:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
X 30,2015007,34078,NESE0700ANNU,02/21/2015 04:45:00,TDR,06/05/2015 00:15:00,TDR,06/05/2015 00:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
9514,2015008,98231,NESE0701ANNU,02/20/2015 17:00:00,PTT,04/22/2015 19:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,NaN,Adult,F,N,,not recovered,
6037,2015009,128118,NESE0690ANNU,02/18/2015 18:45:00,TDR,05/10/2015 05:00:00,TDR,05/10/2015 05:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
4629,2015010,34259,NESE0703ANNU,02/21/2015 02:45:00,TDR,05/20/2015 04:15:00,TDR,05/20/2015 04:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
6411,2015011,34071,NESE0704ANNU,02/18/2015 01:52:00,PTT,03/20/2015 06:28:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2011,Adult,F,N,,not recovered,
VX372,2015012,93053,NESE0705ANNU,02/20/2015 00:30:00,TDR,05/09/2015 06:45:00,TDR,05/09/2015 06:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
9685,2015013,142321,NESE0711ANNU,02/21/2015 03:55:00,TDR,05/01/2015 04:30:00,TDR,05/01/2015 04:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
4047,2015014,142320,NESE0712ANNU,02/20/2015 03:55:00,TDR,04/29/2015 15:45:00,TDR,04/29/2015 15:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
5421,2015015,142329,NESE0706ANNU,02/24/2015 19:50:00,TDR,04/18/2015 05:55:00,TDR,04/18/2015 05:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
4587,2015016,142317,NESE0707ANNU,02/23/2015 09:05:00,TDR,05/15/2015 19:30:00,TDR,05/15/2015 19:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
6762,2015017,148498,NESE0708ANNU,02/22/2015 03:30:00,TDR,05/06/2015 10:51:00,PTT,05/06/2015 10:51:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,TDR failed in mid April; GET TDR DATA FROM KAMI KAMI !,
X410,2015018,120079,NESE0709ANNU,03/01/2015 21:30:00,TDR,05/19/2015 01:30:00,TDR,05/19/2015 01:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
T293,2015019,144392,NESE0710ANNU,03/01/2015 05:50:00,TDR,05/25/2015 06:50:00,TDR,05/25/2015 06:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
X817,2015020,144393,NESE0713ANNU,02/28/2015 01:15:00,TDR,05/01/2015 13:50:00,TDR,05/01/2015 13:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
X822,2015026,142319,NESE0735ANNU,05/30/2015 01:15:00,TDR,01/06/2016 20:40:00,TDR,01/06/2016 20:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
X 58,2015027,142322,NESE0716ANNU,06/04/2015 20:20:00,TDR,01/17/2016 06:30:00,TDR,01/17/2016 06:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,,
9701,2015028,142316,NESE0717ANNU,05/24/2015 13:21:00,PTT,06/26/2015 07:36:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
X  1,2015029,142318,NESE0718ANNU,05/30/2015 02:20:00,TDR,01/09/2016 22:51:00,TDR,01/09/2016 22:51:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
5096,2015030,150570,NESE0719ANNU,05/27/2015 10:16:00,PTT,01/11/2016 02:01:00,PTT,01/11/2016 02:01:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2011,Adult,F,N,,not recovered,
5624,2015031,150571,NESE9999ANNU,06/08/2015 21:15:00,TDR,01/18/2016 06:30:00,TDR,01/18/2016 06:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,,F,N,,(add to costa database!),
5430,2015032,150569,NESE0721ANNU,05/31/2015 18:30:00,TDR,01/12/2016 19:45:00,TDR,01/12/2016 19:45:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,NaN,Adult,F,N,,,
5055,2015033,150572,NESE0723ANNU,05/31/2015 05:15:00,TDR,01/20/2016 05:45:00,TDR,01/20/2016 05:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,,
U849,2015034,150573,NESE0727ANNU,06/22/2015 18:45:00,TDR,01/28/2016 12:00:00,TDR,01/28/2016 12:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
X717,2015035,133781,NESE0728ANNU,06/07/2015 01:00:00,Argos,01/20/2016 00:00:00,VIS,01/20/2016 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,"SMRU Fluorometer failed, no usable data",
6356,2015036,150568,NESE0730ANNU,06/03/2015 05:30:00,TDR,01/19/2016 15:45:00,TDR,01/19/2016 15:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,Adult,F,N,,,
X674,2015037,34252,NESE0731ANNU,06/12/2015 22:45:00,TDR,01/18/2016 17:45:00,TDR,01/18/2016 17:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
2193,2015038,120604,NESE0722ANNU,06/03/2015 01:00:00,TDR,01/17/2016 00:00:00,PTT,01/17/2016 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,MK10 failed in mid-October,
4179,2015039,101165,NESE0724ANNU,06/12/2015 05:15:00,TDR,01/21/2016 14:45:00,TDR,01/21/2016 14:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,,
3960,2015040,148498,NESE0725ANNU,06/11/2015 00:15:00,TDR,01/20/2016 02:00:00,TDR,01/20/2016 02:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,,,
U 20,2015041,93035,NESE0732ANNU,06/12/2015 00:00:00,TDR,01/19/2016 04:15:00,TDR,01/19/2016 04:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2008,Adult,F,N,,,
9723,2015042,120079,NESE0694ANNU,06/15/2015 01:45:00,TDR,02/07/2016 00:00:00,VIS,02/07/2016 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,TDR failed in early december,
X 59,2015043,150567,NESE0729ANNU,06/07/2015 17:15:00,TDR,01/11/2016 15:03:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2010,Adult,F,N,,not recovered,
WP300,2015044,34253,NESE0733ANNU,,,,,,,37.116396,-122.330756,,,ANNU,,PM,2010,Adult,F,N,,NO USABLE DATA,
6012,2015045,34259,NESE0734ANNU,06/07/2015 17:10:00,TDR,01/21/2016 00:00:00,VIS,01/21/2016 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,Adult,F,N,,MK10 failed in early December,
RG187,2015046,142325,NESE0001SNIS,06/02/2015 08:55:00,TDR,01/13/2016 21:40:00,TDR,01/13/2016 21:40:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG185,2015047,142326,NESE0002SNIS,06/03/2015 01:40:00,TDR,01/21/2016 06:55:00,TDR,01/21/2016 06:55:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG184,2015048,142331,NESE0003SNIS,06/09/2015 20:20:00,TDR,01/17/2016 22:30:00,TDR,01/17/2016 22:30:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG191,2015049,142330,NESE0004SNIS,06/14/2015 19:55:00,TDR,11/12/2015 22:30:00,TDR,11/12/2015 22:30:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,Did a second mini-migration,
RG180,2015050,142323,NESE0005SNIS,06/12/2015 03:15:00,TDR,01/16/2016 20:15:00,TDR,01/16/2016 20:15:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG178,2015051,142327,NESE0006SNIS,06/02/2015 19:45:00,TDR,01/11/2016 18:30:00,TDR,01/11/2016 18:30:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG182,2015052,142328,NESE0007SNIS,06/12/2015 09:00:00,TDR,01/24/2016 11:30:00,TDR,01/24/2016 11:30:00,TDR,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,,
RG176,2015053,142324,NESE0008SNIS,06/04/2015 14:14:00,PTT,10/24/2015 12:45:00,PTT,10/24/2015 12:45:00,PTT,33.264999,-119.48399,33.264999,-119.48399,SNIS,SNIS,PM,NaN,Adult,F,N,,not recovered (returned to colony for a week in October),
VX358,2016001,133778,NESEXXXXANNU,02/08/2016 02:52:00,TDR,04/22/2016 20:24:00,TDR,04/22/2016 20:24:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
T 19,2016002,142321,NESEXXXXANNU,02/08/2016 00:00:00,TDR,04/27/2016 03:36:00,TDR,04/27/2016 03:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
X411,2016003,142329,NESEXXXXANNU,02/14/2016 12:00:00,Argos,03/30/2016 08:29:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,NaN,Adult,F,N,,not recovered,
3942,2016004,133777,NESEXXXXANNU,02/11/2016 02:52:00,TDR,04/23/2016 15:07:00,TDR,04/23/2016 15:07:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
9678,2016005,142320,NESEXXXXANNU,02/12/2016 04:19:00,TDR,04/30/2016 16:33:00,TDR,04/30/2016 16:33:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
5572,2016006,142317,NESEXXXXANNU,02/12/2016 08:38:00,TDR,04/30/2016 08:09:00,TDR,04/30/2016 08:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,,
R415,2016007,158375,NESEXXXXANNU,02/18/2016 03:50:00,TDR,05/16/2016 08:52:00,TDR,05/16/2016 08:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,,
T341,2016008,133782,NESEXXXXANNU,02/20/2016 03:07:00,TDR,03/30/2016 19:55:00,TDR,03/30/2016 19:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
4448,2016009,158373,NESEXXXXANNU,02/22/2016 11:45:00,TDR,05/11/2016 17:16:00,TDR,05/11/2016 17:16:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
T 28,2016010,101164,NESEXXXXANNU,02/22/2016 04:48:00,TDR,04/26/2016 16:19:00,TDR,04/26/2016 16:19:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
5628,2016011,101170,NESEXXXXANNU,02/19/2016 19:55:00,TDR,05/12/2016 00:57:00,TDR,05/12/2016 00:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,,
6762,2016012,139050,NESEXXXXANNU,02/22/2016 02:38:00,TDR,05/14/2016 18:57:00,TDR,05/14/2016 18:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,,
U781,2016013,62036,NESEXXXXANNU,02/20/2016 12:00:00,Argos,05/25/2016 15:06:00,Argos,05/25/2016 15:06:00,Argos,37.116396,-122.330756,37.698,-123.008,ANNU,SEFI,PB,2007,Adult,F,N,,,
X410,2016014,120078,NESEXXXXANNU,03/03/2016 09:36:00,TDR,05/29/2016 08:52:00,TDR,05/29/2016 08:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
4629,2016015,158374,NESEXXXXANNU,03/02/2016 12:00:00,Argos,03/27/2016 14:40:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,NaN,Adult,F,N,,not recovered,
5842,2016016,139053,NESEXXXXANNU,03/02/2016 06:57:00,TDR,05/09/2016 17:31:00,TDR,05/09/2016 17:31:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
T293,2016017,93053,NESEXXXXANNU,03/03/2016 11:16:00,TDR,05/12/2016 16:19:00,TDR,05/12/2016 16:19:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
U689,2016018,158527,NESEXXXXANNU,03/01/2016 06:57:00,TDR,04/14/2016 20:24:00,TDR,04/14/2016 20:24:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
6145,2016019,34078,NESEXXXXANNU,02/28/2016 12:00:00,Argos,03/11/2016 22:48:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2011,Adult,F,N,,not recovered,
6037,2016020,113027,NESEXXXXANNU,02/28/2016 18:00:00,TDR,05/10/2016 02:09:00,TDR,05/10/2016 02:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,MK10-GPS-TDR tag failed,
T269,2016021,101164,NESEXXXXANNU,05/23/2016 15:36:00,TDR,01/04/2017 16:48:00,TDR,01/04/2017 16:48:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
A275,2016022,34076,NESEXXXXANNU,05/27/2016 01:55:00,TDR,01/10/2017 21:36:00,TDR,01/10/2017 21:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
X721,2016023,142319,NESEXXXXANNU,05/28/2016 12:00:00,Argos,05/30/2016 21:08:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2009,Adult,F,N,,not recovered,
X866,2016024,142331,NESEXXXXANNU,05/28/2016 12:00:00,Argos,11/28/2016 01:18:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2009,Adult,F,N,,not recovered,
X685,2016025,133774,NESEXXXXANNU,06/02/2016 12:00:00,Argos,01/14/2017 12:00:00,Visual,01/14/2017 12:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
6260,2016026,139050,NESEXXXXANNU,05/31/2016 08:38:00,TDR,01/24/2017 09:30:00,TDR,01/24/2017 09:30:00,TDR,37.116396,-122.330756,34.02,-120.3289948,ANNU,SMIS,PM,2011,Adult,F,N,,,
VX570,2016027,142325,NESEXXXXANNU,06/10/2016 12:00:00,Argos,03/19/2017 12:00:00,Argos,03/19/2017 12:00:00,Argos,37.116396,-122.330756,35.876547,-121.454689,ANNU,GORD,PM,NaN,Adult,F,N,,,
4209,2016028,142318,NESEXXXXANNU,06/16/2016 04:19:00,TDR,01/17/2017 01:55:00,TDR,01/17/2017 01:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,,
T167,2016029,142322,NESEXXXXANNU,06/03/2016 12:00:00,Argos,11/26/2016 22:09:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2005,Adult,F,N,,not recovered,
U398,2016030,142326,NESEXXXXANNU,06/24/2016 07:55:00,TDR,02/01/2017 12:00:00,TDR,02/01/2017 12:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
9678,2016031,150568,NESEXXXXANNU,06/10/2016 06:14:00,TDR,01/10/2017 19:26:00,TDR,01/10/2017 19:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
5572,2016032,101170,NESEXXXXANNU,06/10/2016 17:02:00,TDR,01/22/2017 03:07:00,TDR,01/22/2017 03:07:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,Adult,F,N,,,
VX518,2016033,142330,NESEXXXXANNU,06/09/2016 12:00:00,Argos,04/05/2017 12:00:00,Visual,04/05/2017 12:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
5301,2016034,142328,NESEXXXXANNU,06/10/2016 12:00:00,Argos,11/14/2016 17:04:00,TDR,,,37.116396,-122.330756,,,ANNU,,PM,2011,Adult,F,N,,not recovered,
Y1481,2016035,142327,NESEXXXXANNU,06/19/2016 18:00:00,TDR,02/03/2017 22:48:00,TDR,02/03/2017 22:48:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
6118,2016036,142323,NESEXXXXANNU,06/11/2016 19:12:00,TDR,01/20/2017 03:36:00,TDR,01/20/2017 03:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
5842,2016037,150569,NESEXXXXANNU,06/19/2016 12:00:00,Visual,01/12/2017 17:16:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2012,Adult,F,N,,first argos hits significantly past departure - N of Ano in july,
7589,2016038,150572,NESEXXXXANNU,06/21/2016 06:57:00,TDR,01/27/2017 01:26:00,TDR,01/27/2017 01:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
A278,2016039,159412,NESEXXXXANNU,06/23/2016 08:24:00,TDR,01/24/2017 18:57:00,TDR,01/24/2017 18:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
6298,2016040,150571,NESEXXXXANNU,06/20/2016 04:04:00,TDR,02/03/2017 02:09:00,TDR,02/03/2017 02:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
6018,2017001,139053,NESEXXXXANNU,02/12/2017 12:14:00,TDR,05/13/2017 07:26:00,TDR,05/13/2017 07:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,,
U 20,2017002,101170,NESEXXXXANNU,02/16/2017 14:24:00,TDR,05/17/2017 06:28:00,TDR,05/17/2017 06:28:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2008,Adult,F,N,,,
5712,2017003,101164,NESEXXXXANNU,02/17/2017 06:57:00,TDR,05/17/2017 14:09:00,TDR,05/17/2017 14:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
B794,2017004,163490,NESEXXXXANNU,02/14/2017 17:45:00,TDR,04/22/2017 11:31:00,TDR,04/22/2017 11:31:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
6871,2017005,163492,NESEXXXXANNU,02/19/2017 04:04:00,TDR,05/06/2017 19:26:00,TDR,05/06/2017 19:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
5950,2017006,163495,NESEXXXXANNU,02/17/2017 21:21:00,TDR,05/02/2017 04:28:00,Argos,05/02/2017 04:28:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
6767,2017007,163493,NESEXXXXANNU,02/17/2017 12:00:00,TDR,04/30/2017 08:38:00,TDR,04/30/2017 08:38:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,,
7238,2017008,163494,NESEXXXXANNU,02/28/2017 18:28:00,TDR,05/15/2017 07:40:00,TDR,05/15/2017 07:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
6260,2017009,139050,NESEXXXXANNU,02/18/2017 04:30:00,TDR,05/06/2017 21:36:00,TDR,05/06/2017 21:36:00,TDR,34.02,-120.3289948,37.116396,-122.330756,SMIS,ANNU,PB,2011,Adult,F,N,,,
4073,2017021,142317,NESEXXXXANNU,06/11/2017 09:59:00,Argos,11/30/2017 15:10:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2012,Adult,F,N,,not recovered,
X 58,2017022,158525,NESEXXXXANNU,06/12/2017 06:10:00,TDR,01/27/2018 04:32:00,Argos,01/27/2018 04:32:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,end of TDR record missing,
5976,2017023,158526,NESEXXXXANNU,06/15/2017 22:27:00,TDR,01/17/2018 14:45:00,Argos,01/17/2018 14:45:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,end of TDR record missing,
5690,2017024,133778,NESEXXXXANNU,06/11/2017 06:22:00,TDR,01/19/2018 10:41:00,TDR,01/19/2018 10:41:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,year off on CTD tag ,
5931,2017025,133774,NESEXXXXANNU,06/11/2017 03:40:00,TDR,10/14/2017 08:02:00,TDR,10/14/2017 08:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,year off on CTD tag ,
7210,2017026,158527,NESEXXXXANNU,06/10/2017 22:49:00,TDR,11/28/2017 17:34:00,TDR,11/28/2017 17:34:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,year off on CTD tag ,
5924,2017027,158375,NESEXXXXANNU,06/16/2017 10:54:00,TDR,01/20/2018 23:22:00,TDR,01/20/2018 23:22:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
7402,2017028,142320,NESEXXXXANNU,06/16/2017 22:26:00,TDR,01/27/2018 06:36:00,TDR,01/27/2018 06:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,year off on CTD tag,
7401,2017029,142318,NESEXXXXANNU,06/13/2017 05:00:00,Argos,01/15/2018 11:55:00,Arogs,01/15/2018 11:55:00,Arogs,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,no tag data?,
7290,2017030,142323,NESEXXXXANNU,06/21/2017 12:12:00,Argos,08/27/2017 04:35:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2012,Adult,F,N,,not recovered,
B1101,2017041,169332,,05/06/2017 02:00:00,TDR,12/30/2017 22:00:00,TDR,12/30/2017 22:00:00,TDR,29.154288,-118.284639,29.154288,-118.284639,GUAD,GUAD,PM,,Adult,F,N,,,
B1103,2017042,169330,,05/16/2017 08:30:00,TDR,12/29/2017 23:30:00,TDR,12/29/2017 23:30:00,TDR,29.154288,-118.284639,29.154288,-118.284639,GUAD,GUAD,PM,,Adult,F,N,,,
B1105,2017043,169333,,05/14/2017 01:00:00,PTT,12/30/2017 22:00:00,TDR,12/30/2017 22:00:00,TDR,29.154288,-118.284639,29.154288,-118.284639,GUAD,GUAD,PM,,Adult,F,N,,,
B1107,2017044,152020,,05/17/2017 23:00:00,PTT,01/01/2018 10:00:00,PTT,01/01/2018 10:00:00,PTT,29.154288,-118.284639,29.112953,-118.349986,GUAD,GUAD,PM,,Adult,F,N,,,
