FieldID,TOPPID,PTTID,AnimalID,DepartDate,DepartDateMethod,EndTripDate,EndTripDateMethod,ArriveDate,ArriveDateMethod,DepartLat,DepartLon,ArriveLat,ArriveLon,DepartLoc,ArriveLoc,Season,BirthYear,AgeClass,Sex,Manipulation,ManipulationType,Comments,
M583,2009010,92127,NESE0377ANNU,02/17/2009 08:02:00,TDR,05/09/2009 10:18:00,TDR,05/09/2009 10:18:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,,,
R148,2009011,92128,NESE0378ANNU,02/18/2009 06:56:00,TDR,05/04/2009 18:20:00,TDR,05/04/2009 18:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
N796,2009012,39455,NESE0379ANNU,02/13/2009 20:30:00,TDR,04/27/2009 12:57:00,TDR,04/27/2009 12:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
T201,2009013,56479,NESE0380ANNU,02/14/2009 20:01:00,TDR,05/06/2009 05:52:00,TDR,05/06/2009 05:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
M750,2009014,59109,NESE0381ANNU,02/15/2009 02:25:00,TDR,05/11/2009 07:50:00,TDR,05/11/2009 07:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
R541,2009015,93049,NESE0382ANNU,02/18/2009 03:01:00,TDR,05/06/2009 20:24:00,TDR,05/06/2009 20:24:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
s122,2009016,92133,NESE0383ANNU,02/19/2009 03:32:00,TDR,04/27/2009 01:28:00,TDR,04/27/2009 01:28:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
R730,2009017,93050,NESE0384ANNU,02/22/2009 01:22:00,TDR,04/30/2009 01:25:00,TDR,04/30/2009 01:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
1854,2009018,59111,NESE0385ANNU,02/26/2009 11:15:00,PTT,03/06/2009 01:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2002,Adult,F,Y,Drag block,not recovered,
M780,2009019,93035,NESE0386ANNU,02/26/2009 20:40:00,TDR,05/15/2009 21:28:00,TDR,05/15/2009 21:28:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,Y,Drag block,,
X871,2009020,59114,NESE0387ANNU,02/27/2009 12:05:00,TDR,05/15/2009 22:46:00,TDR,05/15/2009 22:46:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,Y,Drag block,,
2370,2009021,93034,NESE0388ANNU,02/25/2009 19:26:00,TDR,05/08/2009 00:00:00,PTT,05/08/2009 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,Y,Drag block,,
X851,2009022,44634,NESE0389ANNU,02/27/2009 01:30:00,TDR,05/08/2009 06:24:00,TDR,05/08/2009 06:24:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
1234,2009023,93036,NESE0390ANNU,03/03/2009 10:36:00,TDR,06/12/2009 01:02:00,TDR,06/12/2009 01:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,Y,Drag block,,
R279,2009035,35686,NESE0401ANNU,06/08/2009 22:28:00,TDR,01/19/2010 21:00:00,TDR,01/19/2010 21:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
O651,2009036,34082,NESE0402ANNU,06/05/2009 20:50:00,TDR,10/24/2009 01:58:00,TDR,10/24/2009 01:58:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,,,
1015,2009037,34078,NESE0404ANNU,06/15/2009 20:15:00,TDR,01/22/2010 06:10:00,TDR,01/22/2010 06:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
T112,2009038,34079,NESE0405ANNU,06/05/2009 04:55:00,TDR,01/15/2010 01:55:00,TDR,01/15/2010 01:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
3477,2009039,93051,NESE0411ANNU,,,,,,,37.116396,-122.330756,37.116396,-122.330756,ANNU,,PM,NaN,Adult,F,N,,NO USABLE DATA,
T761,2009040,93053,NESE0406ANNU,06/10/2009 21:40:00,TDR,01/22/2010 00:55:00,TDR,01/22/2010 00:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
2098,2009041,34077,NESE0407ANNU,06/11/2009 07:30:00,TDR,01/14/2010 17:15:00,TDR,01/14/2010 17:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
1712,2009042,34076,NESE0409ANNU,01/05/2009 02:45:00,TDR,04/06/2009 00:15:00,PTT,04/06/2009 00:15:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,accidental year-long deployment,
T151,2009043,34081,NESE0403ANNU,06/09/2009 15:30:00,TDR,01/13/2010 22:10:00,TDR,01/13/2010 22:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
WT073,2010011,98230,NESE0424ANNU,01/29/2010 20:43:00,TDR,04/07/2010 03:42:00,TDR,04/07/2010 03:42:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
O203,2010013,59113,NESE0426ANNU,01/30/2010 03:19:00,TDR,04/14/2010 11:50:00,TDR,04/14/2010 11:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
1261,2010015,56483,NESE0428ANNU,02/04/2010 15:55:00,TDR,04/25/2010 23:20:00,TDR,04/25/2010 23:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
R999,2010016,34259,NESE0473ANNU,02/09/2010 19:54:00,TDR,04/30/2010 03:35:00,TDR,04/30/2010 03:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
M778,2010018,59109,NESE0430ANNU,02/11/2010 12:35:00,TDR,04/25/2010 23:20:00,TDR,04/25/2010 23:20:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,,,
R256,2010021,44635,NESE0433ANNU,02/14/2010 04:00:00,PTT,04/25/2010 19:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2000,Adult,F,N,,not recovered,
WX541,2010022,98228,NESE0434ANNU,02/11/2010 20:16:00,TDR,05/01/2010 22:13:00,TDR,05/01/2010 22:13:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
1901,2010023,98226,NESE0435ANNU,02/10/2010 07:39:00,TDR,04/26/2010 18:45:00,TDR,04/26/2010 18:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
O284,2010025,59114,NESE0437ANNU,02/12/2010 05:15:00,TDR,04/30/2010 20:10:00,TDR,04/30/2010 20:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
1472,2010026,93035,NESE0438ANNU,02/12/2010 00:00:00,PTT,04/27/2010 00:00:00,VIS,04/27/2010 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,Lost TDR,
1735,2010027,93036,NESE0439ANNU,02/14/2010 07:45:00,TDR,04/26/2010 18:00:00,TDR,04/26/2010 18:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
M784,2010028,93050,NESE0440ANNU,02/10/2010 09:59:00,TDR,04/23/2010 00:00:00,VIS,04/23/2010 00:00:00,VIS,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,,TDR failed @ 10 days,
WX444,2010029,34253,NESE0441ANNU,02/19/2010 02:41:00,TDR,04/24/2010 11:00:00,TDR,04/24/2010 11:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
R541,2010030,98227,NESE0442ANNU,02/23/2010 19:30:00,TDR,05/06/2010 23:30:00,TDR,05/06/2010 23:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
M750,2010031,34230,NESE0443ANNU,02/19/2010 09:20:00,TDR,05/13/2010 17:10:00,TDR,05/13/2010 17:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
2370,2010032,34252,NESE0444ANNU,02/25/2010 22:50:00,TDR,05/13/2010 09:25:00,TDR,05/13/2010 09:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
N796,2010033,34090,NESE0474ANNU,02/21/2010 03:40:00,TDR,04/27/2010 10:25:00,TDR,04/27/2010 10:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
W1095,2010034,98231,NESE0445ANNU,02/27/2010 04:30:00,TDR,05/17/2010 18:00:00,TDR,05/17/2010 18:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
R148,2010035,62036,NESE0446ANNU,02/23/2010 08:01:00,TDR,05/01/2010 20:55:00,TDR,05/01/2010 20:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
1733,2010036,24176,NESE0447ANNU,02/28/2010 11:05:00,TDR,05/17/2010 16:30:00,TDR,05/17/2010 16:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
M780,2010037,34082,NESE0448ANNU,03/01/2010 05:35:00,TDR,05/07/2010 07:30:00,TDR,05/07/2010 07:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
1885,2010038,93034,NESE0449ANNU,03/04/2010 13:10:00,TDR,05/27/2010 02:30:00,TDR,05/27/2010 02:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
X851,2010039,98229,NESE0450ANNU,03/04/2010 05:40:00,TDR,05/14/2010 11:25:00,TDR,05/14/2010 11:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
1234,2010040,35663,NESE0451ANNU,03/19/2010 03:46:00,TDR,05/23/2010 14:00:00,TDR,05/23/2010 14:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
1968,2010062,93036,NESE0475ANNU,05/15/2010 03:10:00,TDR,12/29/2010 20:00:00,TDR,12/29/2010 20:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
WX311,2010063,34253,NESE0476ANNU,05/25/2010 15:55:00,TDR,03/17/2011 23:44:00,TDR,03/17/2011 23:44:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
T740,2010064,44634,NESE0477ANNU,06/01/2010 14:32:00,TDR,01/13/2011 19:10:00,TDR,01/13/2011 19:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
O968,2010065,34252,NESE0478ANNU,05/26/2010 04:20:00,TDR,01/14/2011 05:50:00,TDR,01/14/2011 05:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,,
2161,2010066,56483,NESE0479ANNU,05/28/2010 14:22:00,TDR,03/29/2011 02:49:00,PTT,03/29/2011 02:49:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,TDR full before return,
O 80,2010067,93050,NESE0480ANNU,06/02/2010 11:15:00,TDR,01/09/2011 12:45:00,TDR,01/09/2011 12:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
1595,2010068,34071,NESE0481ANNU,06/05/2010 17:25:00,TDR,01/08/2011 08:10:00,TDR,01/08/2011 08:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
T269,2010069,93035,NESE0482ANNU,05/14/2010 21:00:00,TDR,12/25/2010 06:25:00,TDR,12/25/2010 06:25:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,2005,Adult,F,N,,,
T379,2010070,98230,NESE0483ANNU,05/27/2010 02:45:00,TDR,01/06/2011 21:45:00,TDR,01/06/2011 21:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
R 55,2010071,93049,NESE0484ANNU,05/28/2010 03:45:00,TDR,01/13/2011 20:55:00,TDR,01/13/2011 20:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,,
T151,2010072,59109,NESE0485ANNU,06/10/2010 01:57:00,PTT,06/29/2010 14:37:00,PTT,06/29/2010 14:37:00,PTT,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
O651,2010073,59114,NESE0486ANNU,06/08/2010 17:15:00,TDR,01/01/2011 18:10:00,TDR,01/01/2011 18:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,,,
T553,2010074,59107,NESE0487ANNU,06/01/2010 04:50:00,TDR,10/30/2010 17:00:00,TDR,10/30/2010 17:00:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,2005,Adult,F,N,,early return to Piedras Blancas,
R999,2010075,93053,NESE0488ANNU,06/08/2010 22:35:00,TDR,01/16/2011 21:50:00,TDR,01/16/2011 21:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
R440,2010077,98231,NESE0490ANNU,06/23/2010 05:30:00,TDR,01/16/2011 20:50:00,PTT,01/16/2011 20:50:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,TDR failed mid-trip,
T761,2010078,59113,NESE0491ANNU,06/18/2010 04:20:00,TDR,01/25/2011 04:35:00,TDR,01/25/2011 04:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
3249,2010079,56473,NESE0492ANNU,06/04/2010 16:20:00,TDR,01/11/2011 22:15:00,TDR,01/11/2011 22:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
R299,2010080,34072,NESE0493ANNU,06/03/2010 17:28:00,PTT,08/18/2010 14:31:00,PTT,08/18/2010 14:31:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2002,Adult,F,N,,not recovered,
2608,2010081,59112,NESE0494ANNU,06/15/2010 04:45:00,TDR,01/19/2011 20:17:00,PTT,01/19/2011 20:17:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,,TDR failed mid-trip,
T248,2010082,28596,NESE0495ANNU,06/10/2010 06:04:00,PTT,11/27/2010 21:26:00,PTT,11/27/2010 21:26:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2005,Adult,F,N,,not recovered,
T553,2010086,59107,NESE0006PIBL,11/23/2010 12:05:00,TDR,03/31/2011 18:10:00,TDR,03/31/2011 18:10:00,TDR,35.667047,-121.278566,37.116396,-122.330756,PIBL,ANNU,PM,,Adult,F,N,,,
3887,2011001,101166,NESE0496ANNU,02/03/2011 20:00:00,PTT,06/12/2011 03:00:00,PTT,06/12/2011 03:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
T 28,2011002,101163,NESE0497ANNU,02/14/2011 04:00:00,TDR,04/17/2011 06:55:00,TDR,04/17/2011 06:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
1809,2011003,101170,NESE0498ANNU,02/15/2011 05:50:00,TDR,05/13/2011 15:20:00,TDR,05/13/2011 15:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
T920,2011004,101165,NESE0499ANNU,02/10/2011 06:50:00,TDR,05/14/2011 11:26:00,TDR,05/14/2011 11:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
3224,2011005,101167,NESE0500ANNU,02/14/2011 07:15:00,TDR,04/30/2011 21:05:00,TDR,04/30/2011 21:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
,2011006,,NESE0501ANNU,,,,,,,,,,,,,PB,,,F,N,,NO USABLE DATA,
1712,2011007,101168,NESE0502ANNU,02/11/2011 06:40:00,TDR,05/05/2011 07:45:00,TDR,05/05/2011 07:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
T 19,2011008,34076,NESE0503ANNU,02/16/2011 03:30:00,TDR,05/05/2011 00:25:00,TDR,05/05/2011 00:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
2980,2011009,101169,NESE0504ANNU,02/17/2011 10:15:00,TDR,05/02/2011 20:40:00,TDR,05/02/2011 20:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,,
T923,2011010,34082,NESE0505ANNU,02/17/2011 15:37:00,TDR,05/05/2011 02:55:00,TDR,05/05/2011 02:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
O968,2011011,34252,NESE0506ANNU,02/12/2011 22:49:00,PTT,04/20/2011 00:45:00,PTT,04/20/2011 00:45:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
1244,2011012,101164,NESE0507ANNU,02/12/2011 10:50:00,TDR,03/25/2011 06:15:00,TDR,03/25/2011 06:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
2028,2011013,98226,NESE0508ANNU,02/18/2011 06:43:00,TDR,04/18/2011 20:46:00,TDR,04/18/2011 20:46:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
T220,2011014,34084,NESE0509ANNU,02/18/2011 22:05:00,TDR,05/13/2011 12:30:00,TDR,05/13/2011 12:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
3588,2011015,34079,NESE0510ANNU,02/21/2011 18:45:00,TDR,05/07/2011 09:15:00,TDR,05/07/2011 09:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
T911,2011016,62036,NESE0511ANNU,02/21/2011 12:00:00,TDR,05/04/2011 22:15:00,TDR,05/04/2011 22:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
M778,2011017,34081,NESE0512ANNU,02/17/2011 19:40:00,TDR,05/09/2011 09:05:00,TDR,05/09/2011 09:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
3236,2011018,34078,NESE0513ANNU,02/20/2011 02:29:00,TDR,05/04/2011 12:16:00,TDR,05/04/2011 12:16:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,2005,Adult,F,N,,,
T 35,2011019,34077,NESE0514ANNU,02/23/2011 05:00:00,TDR,05/09/2011 18:28:00,TDR,05/09/2011 18:28:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
1015,2011020,98228,NESE0515ANNU,02/23/2011 15:15:00,TDR,05/08/2011 13:31:00,TDR,05/08/2011 13:31:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,,
1885,2011021,34090,NESE0516ANNU,03/07/2011 06:00:00,TDR,05/25/2011 13:30:00,TDR,05/25/2011 13:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
1733,2011022,62042,NESE0517ANNU,03/10/2011 08:55:00,TDR,05/13/2011 10:52:00,PTT,05/13/2011 10:52:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
T167,2011024,98231,NESE0522ANNU,05/28/2011 15:15:00,TDR,01/05/2012 19:20:00,TDR,01/05/2012 19:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
1326,2011025,93036,NESE0523ANNU,05/31/2011 20:00:00,TDR,01/10/2012 17:20:00,TDR,01/10/2012 17:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
T143,2011026,101167,NESE0524ANNU,05/19/2011 17:00:00,PTT,07/29/2011 22:26:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2005,Adult,F,N,,not recovered,
3166,2011027,98230,NESE0525ANNU,05/23/2011 16:30:00,PTT,12/01/2011 18:01:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2006,Adult,F,N,,not recovered,
RY955,2011028,101169,NESE0526ANNU,05/22/2011 17:20:00,PTT,11/05/2011 21:47:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,,Adult,F,N,,not recovered,
3421,2011029,34230,NESE0527ANNU,06/06/2011 14:08:00,PTT,12/16/2011 18:57:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2006,Adult,F,N,,not recovered,
3874,2011030,93035,NESE0528ANNU,05/25/2011 06:00:00,TDR,01/08/2012 11:45:00,TDR,01/08/2012 11:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,,,
3249,2011031,101163,NESE0529ANNU,06/11/2011 13:30:00,TDR,01/17/2012 14:05:00,TDR,01/17/2012 14:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
T730,2011032,101164,NESE0530ANNU,06/11/2011 04:35:00,TDR,01/15/2012 22:45:00,TDR,01/15/2012 22:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,,,
WX444,2011033,101168,NESE0531ANNU,06/09/2011 03:25:00,TDR,01/23/2012 15:40:00,TDR,01/23/2012 15:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,Funky TDR,
2036,2011034,56473,NESE0532ANNU,06/14/2011 09:10:00,TDR,01/24/2012 16:10:00,TDR,01/24/2012 16:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
T313,2011035,34253,NESE0533ANNU,06/10/2011 09:15:00,TDR,01/12/2012 21:00:00,TDR,01/12/2012 21:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
T891,2011036,101170,NESE0534ANNU,06/12/2011 01:20:00,TDR,01/17/2012 19:15:00,TDR,01/17/2012 19:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2006,Adult,F,N,,,
1775,2011037,59113,NESE0535ANNU,06/21/2011 12:45:00,TDR,01/26/2012 22:15:00,TDR,01/26/2012 22:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
3373,2011038,59114,NESE0536ANNU,06/12/2011 01:35:00,TDR,01/25/2012 18:10:00,TDR,01/25/2012 18:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
U448,2011039,93049,NESE0537ANNU,06/06/2011 02:20:00,TDR,01/18/2012 05:05:00,TDR,01/18/2012 05:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
U207,2011040,35663,NESE0538ANNU,06/12/2011 02:30:00,TDR,01/17/2012 10:00:00,TDR,01/17/2012 10:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2007,Adult,F,N,,,
R426,2011041,62048,NESE0539ANNU,06/13/2011 03:30:00,TDR,01/21/2012 19:30:00,TDR,01/21/2012 19:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,,
2568,2011042,44634,NESE0540ANNU,06/10/2011 00:00:00,PTT,12/04/2011 02:50:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2004,Adult,F,N,,not recovered,
T 35,2011043,101165,NESE0541ANNU,06/22/2011 11:20:00,TDR,01/25/2012 19:50:00,TDR,01/25/2012 19:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2005,Adult,F,N,,,
U641,2012001,113025,NESE0542ANNU,01/10/2012 07:50:00,TDR,03/29/2012 02:10:00,TDR,03/29/2012 02:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
T750,2012002,113024,NESE0543ANNU,02/03/2012 07:52:00,TDR,04/16/2012 11:35:00,TDR,04/16/2012 11:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2006,Adult,F,N,,,
U479,2012003,56483,NESE0544ANNU,01/31/2012 22:07:00,TDR,04/09/2012 03:55:00,TDR,04/09/2012 03:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
VX358,2012004,59107,NESE0545ANNU,01/31/2012 22:10:00,TDR,04/05/2012 15:55:00,TDR,04/05/2012 15:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,,
R382,2012005,62036,NESE0546ANNU,02/07/2012 08:35:00,TDR,04/16/2012 10:45:00,TDR,04/16/2012 10:45:00,TDR,37.116396,-122.330756,43.313474,-124.40127,ANNU,SHIS,PB,2000,Adult,F,N,,Seal returned to Shell Island Oregon,
U954,2012006,98228,NESE0547ANNU,02/04/2012 21:45:00,TDR,04/16/2012 14:45:00,TDR,04/16/2012 14:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2007,Adult,F,N,,,
U881,2012007,62042,NESE0548ANNU,02/12/2012 04:59:00,PTT,04/25/2012 10:15:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2007,Adult,F,N,,not recovered,
